# source, target, migration_1990_total, migration_1990_male, migration_1990_female, migration_1995_total, migration_1995_male, migration_1995_female, migration_2000_total, migration_2000_male, migration_2000_female, migration_2005_total, migration_2005_male, migration_2005_female, migration_2010_total, migration_2010_male, migration_2010_female, migration_2015_total, migration_2015_male, migration_2015_female
211,74,241148,129178,111970,248944,131409,117535,256739,133639,123100,229714,123372,106342,274965,144901,130064,297429,156281,141148
211,80,1586121,807841,778280,1617880,833541,784339,1649639,859242,790397,1625231,835704,789527,1600822,812166,788656,1655996,840158,815838
211,119,820,438,382,997,515,482,1158,577,581,870,439,431,585,300,285,623,326,297
211,121,194,104,90,184,95,89,177,87,90,153,80,73,132,75,57,201,114,87
211,145,140494,75989,64505,155845,82963,72882,176615,92625,83990,195774,101972,93802,197219,101779,95440,199551,102695,96856
211,200,51936,28935,23001,54615,31011,23604,57493,33268,24225,64071,35695,28376,71894,36151,35743,84488,45402,39086
211,10,115,110,5,63,59,4,11,8,3,11,8,3,0,0,0,0,0,0
211,62,73,39,34,81,42,39,89,46,43,59,33,26,29,20,9,31,21,10
211,164,42,20,22,44,22,22,47,23,24,36,17,19,22,10,12,21,10,11
211,50,6,4,2,5,3,2,6,3,3,4,2,2,8,4,4,8,4,4
211,88,16,3,13,16,4,12,15,5,10,19,7,12,22,9,13,25,10,15
211,133,290,128,162,317,142,175,359,163,196,297,160,137,270,176,94,267,175,92
211,157,33,21,12,35,22,13,40,25,15,66,49,17,96,76,20,112,89,23
211,8,2498,1108,1390,1914,875,1039,1331,643,688,982,482,500,633,322,311,635,323,312
211,24,2,0,2,8,4,4,13,8,5,23,14,9,32,20,12,37,23,14
211,28,1031,551,480,862,409,453,693,268,425,530,258,272,359,243,116,432,292,140
211,42,178,90,88,215,111,104,252,132,120,205,120,85,157,107,50,258,152,106
211,46,73,30,43,62,28,34,51,26,25,44,25,19,44,28,16,47,30,17
211,160,37,24,13,33,21,12,39,25,14,46,29,17,49,31,18,52,33,19
211,225,115,68,47,113,67,46,111,65,46,116,68,48,123,73,50,132,78,54
211,22,26,15,11,43,37,6,60,60,0,102,73,29,143,85,58,144,85,59
211,37,11692,5692,6000,14476,7008,7468,17605,8493,9112,21346,10969,10377,26370,14132,12238,29470,15785,13685
211,220,55087,23987,31100,65395,28762,36633,78378,34831,43547,87208,38987,48221,97108,42487,54621,107627,46912,60715
211,11,33246,17541,15705,32718,17046,15672,34070,17510,16560,37460,19310,18150,39830,20720,19110,43000,22243,20757
211,68,0,0,0,0,0,0,0,0,0,0,0,0,87,75,12,81,70,11
211,137,0,0,0,0,0,0,0,0,0,0,0,0,79,4,75,88,5,83
212,64,21,19,2,27,21,6,35,25,10,42,31,11,45,33,12,53,37,16
212,118,58,53,5,115,89,26,175,127,48,192,150,42,211,166,45,237,186,51
212,108,338,195,143,555,323,232,771,450,321,879,523,356,987,596,391,1050,641,409
212,112,2941,1265,1676,2427,1047,1380,1876,813,1063,1516,652,864,1134,481,653,1001,422,579
212,202,1084,476,608,744,347,397,473,253,220,456,222,234,466,205,261,462,200,262
212,223,330,186,144,551,312,239,796,450,346,810,466,344,792,463,329,763,452,311
212,99,216,124,92,237,136,101,248,147,101,297,176,121,4950,3030,1920,4901,2981,1920
212,9,820,236,584,871,275,596,953,317,636,630,223,407,525,197,328,875,353,522
212,13,2352,934,1418,2065,896,1169,2081,886,1195,1975,806,1169,1808,777,1031,1724,761,963
212,55,3,1,2,4,1,3,5,1,4,7,1,6,12,2,10,13,3,10
212,79,1609,724,885,1335,599,736,1060,474,586,977,438,539,899,404,495,833,375,458
212,103,507,236,271,871,404,467,1187,556,631,1699,801,898,2231,1053,1178,2301,1080,1221
212,211,492,362,130,1190,862,328,1894,1366,528,1953,1397,556,2012,1427,585,2040,1433,607
212,18,6339,3062,3277,6005,2915,3090,5670,2768,2902,5592,2729,2863,5513,2690,2823,5464,2667,2797
212,31,7,0,7,61,19,42,115,39,76,187,67,120,252,93,159,283,107,176
212,56,12,5,7,18,8,10,23,10,13,91,39,52,152,68,84,160,64,96
212,162,62,13,49,53,11,42,46,9,37,50,7,43,56,4,52,54,4,50
212,170,165923,81420,84503,173279,85376,87903,174352,86268,88084,180124,87695,92429,182189,87373,94816,185664,88556,97108
212,216,31201,13370,17831,28347,12632,15715,25840,12048,13792,23610,11026,12584,22527,10537,11990,22602,10589,12013
212,59,4,1,3,4,1,3,4,2,2,10,2,8,15,1,14,16,3,13
212,68,996,477,519,684,315,369,371,152,219,366,143,223,358,132,226,332,122,210
212,73,0,0,0,2,1,1,4,2,2,12,5,7,20,9,11,27,9,18
212,96,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
212,101,1,0,1,3,1,2,6,3,3,5,2,3,4,1,3,4,1,3
212,114,23,10,13,475,229,246,928,448,480,831,401,430,714,337,377,598,279,319
212,120,3341,1504,1837,479,217,262,375,170,205,356,158,198,289,113,176,245,92,153
212,153,0,0,0,0,0,0,9,5,4,42,23,19,57,31,26,75,38,37
212,199,44,14,30,52,16,36,56,17,39,158,60,98,215,80,135,238,88,150
212,218,12,7,5,51,19,32,91,30,61,379,146,233,699,276,423,784,303,481
212,83,40196,22262,17934,19982,11140,8842,97,42,55,108,45,63,119,48,71,116,44,72
212,104,7,3,4,26,3,23,44,2,42,125,19,106,206,36,170,206,33,173
212,182,3,1,2,22,5,17,30,6,24,30,6,24,30,6,24,29,6,23
212,193,1,0,1,2,0,2,27,5,22,13,2,11,27,7,20,60,20,40
212,12,77,26,51,87,30,57,97,35,62,109,38,71,120,40,80,140,47,93
212,19,5,3,2,5,3,2,4,2,2,11,4,7,13,6,7,27,11,16
212,74,217,99,118,224,100,124,230,100,130,156,41,115,195,83,112,211,89,122
212,80,28,16,12,1774,759,1015,3519,1501,2018,4961,2176,2785,6403,2852,3551,6624,2951,3673
212,200,18,4,14,33,11,22,49,17,32,64,21,43,82,23,59,96,32,64
212,24,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
212,42,3,0,3,3,1,2,2,1,1,2,1,1,2,1,1,5,3,2
212,37,106,52,54,106,51,55,109,52,57,256,108,148,418,170,248,467,190,277
212,220,569,279,290,717,355,362,896,447,449,1312,658,654,1745,772,973,2079,917,1162
212,11,25,9,16,18,5,13,10,0,10,30,0,30,60,0,60,63,0,63
212,28,0,0,0,0,0,0,0,0,0,0,0,0,21,6,15,25,7,18
213,31,1,1,0,2,2,0,2,2,0,3,3,0,3,3,0,3,3,0
213,101,0,0,0,1,1,0,2,2,0,2,2,0,1,1,0,1,1,0
213,218,17,11,6,70,34,36,126,59,67,108,52,56,99,49,50,110,54,56
213,74,7,3,4,7,3,4,7,3,4,1,0,1,7,4,3,8,5,3
213,7,4,2,2,5,2,3,5,2,3,6,3,3,6,3,3,6,3,3
213,14,2080,892,1188,1284,558,726,488,224,264,957,402,555,1426,580,846,1545,622,923
213,62,3,3,0,4,4,0,4,4,0,19,9,10,33,14,19,35,15,20
213,42,3,2,1,3,2,1,2,1,1,2,1,1,2,2,0,5,5,0
213,22,158,73,85,136,63,73,113,53,60,98,30,68,82,7,75,83,7,76
213,37,38,19,19,24,12,12,10,5,5,40,28,12,73,54,19,82,61,21
214,31,4,3,1,6,4,2,8,6,2,11,8,3,14,10,4,2,1,1
214,56,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
214,170,29,14,15,31,15,16,33,15,18,305,129,176,571,239,332,582,242,340
214,73,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,2,1
214,83,20,11,9,48,23,25,77,35,42,44,20,24,11,6,5,11,6,5
214,104,0,0,0,1,1,0,1,1,0,4,2,2,6,3,3,6,3,3
214,193,12,6,6,19,10,9,232,128,104,112,61,51,48,28,20,34,20,14
214,12,7,2,5,8,2,6,9,3,6,10,3,7,11,3,8,12,3,9
214,74,1,0,1,1,0,1,1,0,1,6,6,0,1,0,1,1,0,1
214,8,8,4,4,8,4,4,8,4,4,6,3,3,4,2,2,4,2,2
214,37,10,5,5,10,5,5,10,5,5,5,3,2,0,0,0,0,0,0
214,11,71,35,36,88,44,44,100,50,50,150,70,80,160,60,100,190,95,95
214,147,1026,478,548,1381,648,733,989,481,508,1173,570,603,1334,647,687,1474,713,761
214,72,378,201,177,372,196,176,371,196,175,372,196,176,399,213,186,411,222,189
214,110,377,203,174,339,177,162,302,152,150,295,157,138,288,162,126,316,178,138
214,143,316,183,133,292,170,122,268,156,112,252,147,105,236,137,99,229,132,97
214,151,40,27,13,57,35,22,73,47,26,74,47,27,76,47,29,78,48,30
214,177,39,21,18,66,36,30,93,50,43,87,47,40,76,40,36,74,39,35
214,207,21,14,7,20,14,6,25,20,5,24,17,7,39,24,15,45,28,17
215,33,1833,898,935,1546,753,793,949,461,488,805,425,380,731,426,305,891,520,371
215,67,175,109,66,682,427,255,1190,746,444,1345,862,483,1498,977,521,1524,1000,524
215,69,103,54,49,135,80,55,192,121,71,161,93,68,178,93,85,218,111,107
215,109,83355,42091,41264,237964,117617,120347,299871,143504,156367,291776,144595,147181,326978,153956,173022,333789,157796,175993
215,171,34106,17682,16424,51986,26945,25041,79241,41063,38178,93430,48405,45025,92808,48077,44731,92195,47755,44440
215,183,5,5,0,5,3,2,6,1,5,15,6,9,25,11,14,28,13,15
215,192,0,0,0,0,0,0,0,0,0,0,0,0,144466,70495,73971,140607,74679,65928
215,219,19706,10298,9408,15546,8116,7430,12286,6381,5905,9484,4962,4522,6938,3576,3362,4857,2542,2315
215,230,349,214,135,359,221,138,370,227,143,355,218,137,456,279,177,382,193,189
215,58,18418,8866,9552,19780,9780,10000,24177,11858,12319,30111,14769,15342,33,17,16,6224,1135,5089
215,64,91,81,10,75,65,10,64,53,11,76,64,12,82,69,13,97,80,17
215,196,74433,37302,37131,57771,29182,28589,44409,22698,21711,26103,13408,12695,2079,1047,1032,1250,640,610
215,27,295,158,137,411,227,184,570,319,251,902,500,402,1238,683,555,1645,900,745
215,116,185,102,83,160,88,72,130,72,58,132,73,59,134,74,60,137,76,61
215,142,712,360,352,680,346,334,633,323,310,500,254,246,481,245,236,440,225,215
215,191,4621,2345,2276,2882,1578,1304,1962,1207,755,2403,1441,962,3916,2316,1600,12837,7599,5238
215,198,1,1,0,8,5,3,30,15,15,39,19,20,48,23,25,55,27,28
215,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,97,2058,935,1123,1465,680,785,872,426,446,806,393,413,739,359,380,712,345,367
215,55,5,4,1,7,5,2,9,7,2,13,10,3,21,16,5,22,17,5
215,31,1,1,0,2,2,0,3,3,0,4,3,1,5,4,1,6,5,1
215,56,4,2,2,6,3,3,8,4,4,16,8,8,23,12,11,31,16,15
215,95,6,6,0,14,10,4,22,14,8,27,16,11,32,19,13,36,22,14
215,162,61,34,27,52,29,23,45,24,21,54,25,29,65,25,40,63,25,38
215,170,100,49,51,93,51,42,84,52,32,82,49,33,80,46,34,82,47,35
215,59,269,118,151,605,238,367,941,359,582,1159,442,717,1377,526,851,1483,565,918
215,73,10,8,2,16,11,5,22,14,8,80,44,36,137,73,64,226,108,118
215,96,3,0,3,5,0,5,6,0,6,14,2,12,22,5,17,39,10,29
215,101,29,13,16,80,35,45,175,79,96,175,85,90,146,65,81,149,65,84
215,114,1,0,1,1,0,1,2,1,1,2,2,0,2,2,0,1,1,0
215,153,242,146,96,325,188,137,459,246,213,635,308,327,839,402,437,1124,521,603
215,199,1880,945,935,2231,1113,1118,2393,1186,1207,2516,1232,1284,3013,1464,1549,4067,2014,2053
215,218,49648,26028,23620,51083,26338,24745,53378,27028,26350,53634,26325,27309,58257,28029,30228,65447,31031,34416
215,83,107,59,48,99,47,52,93,36,57,118,45,73,143,55,88,140,50,90
215,104,53,18,35,208,78,130,363,139,224,665,281,384,967,424,543,967,414,553
215,163,17,7,10,36,14,22,58,23,35,44,18,26,24,10,14,27,10,17
215,193,11,5,6,17,8,9,214,108,106,103,51,52,195,104,91,211,110,101
215,12,150,79,71,170,91,79,189,102,87,212,112,100,234,122,112,274,144,130
215,19,96,53,43,96,53,43,93,52,41,141,75,66,240,120,120,362,183,179
215,74,421,181,240,435,183,252,448,184,264,343,147,196,537,215,322,581,232,349
215,80,1013,659,354,1151,669,482,1288,679,609,1897,876,1021,2506,1073,1433,2592,1110,1482
215,145,321,179,142,472,258,214,640,345,295,872,457,415,1175,605,570,1508,719,789
215,200,367,163,204,451,211,240,537,259,278,600,274,326,676,265,411,794,345,449
215,14,0,0,0,0,0,0,0,0,0,6,2,4,11,3,8,12,3,9
215,50,8,6,2,6,4,2,7,5,2,5,4,1,9,6,3,9,6,3
215,8,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
215,24,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,42,11,5,6,7,3,4,2,1,1,2,1,1,2,2,0,5,5,0
215,37,8598,4186,4412,9646,4672,4974,10924,5270,5654,11032,5236,5796,11803,5533,6270,13191,6180,7011
215,220,6684,2845,3839,9027,3887,5140,11741,5105,6636,22197,9712,12485,32926,14087,18839,41203,17560,23643
215,11,925,508,417,1218,657,561,1440,770,670,1910,990,920,2890,1460,1430,3397,1726,1671
215,68,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
215,28,0,0,0,0,0,0,0,0,0,0,0,0,64,36,28,77,43,34
216,64,67,35,32,92,36,56,125,40,85,149,54,95,161,55,106,191,49,142
216,118,189,98,91,413,183,230,644,275,369,709,376,333,776,416,360,874,463,411
216,142,380,328,52,363,314,49,338,291,47,267,230,37,257,222,35,235,204,31
216,191,1822,832,990,1488,706,782,1577,750,827,1887,873,1014,3012,1380,1632,4090,1877,2213
216,34,28,14,14,37,19,18,46,24,22,34,18,16,21,11,10,22,12,10
216,89,84,39,45,96,50,46,104,54,50,189,78,111,293,110,183,326,123,203
216,108,356063,163654,192409,302168,138997,163171,248273,114341,133932,283038,134400,148638,317803,154460,163343,338022,167131,170891
216,112,85115,35522,49593,69408,28631,40777,52617,21294,31323,41787,16730,25057,30323,11918,18405,26771,10431,16340
216,202,3990,1752,2238,2520,1310,1210,1279,999,280,1233,752,481,1261,554,707,1250,540,710
216,212,12576,5938,6638,6714,3150,3564,5367,2496,2871,5233,2494,2739,4862,2384,2478,4822,2403,2419
216,223,180213,79596,100617,153360,67353,86007,131027,57167,73860,132963,59693,73270,129604,59826,69778,124602,58553,66049
216,9,10066,3708,6358,5665,1807,3858,3008,622,2386,1990,464,1526,1657,429,1228,2645,797,1848
216,13,3842,817,3025,3372,878,2494,3399,850,2549,3225,731,2494,2953,753,2200,2817,763,2054
216,55,815,287,528,1153,376,777,1490,465,1025,2181,671,1510,3496,1108,2388,3650,1182,2468
216,79,46581,20387,26194,38158,16431,21727,29734,12475,17259,26802,11234,15568,24030,10060,13970,22263,9332,12931
216,103,168081,77361,90720,170963,77252,93711,164271,73822,90449,146749,65661,81088,131007,58132,72875,135112,59587,75525
216,107,45,6,39,263,36,227,480,67,413,694,170,524,892,257,635,418,55,363
216,115,21,3,18,120,8,112,218,12,206,171,16,155,123,20,103,104,50,54
216,211,1011,342,669,2447,760,1687,3893,1177,2716,4011,1149,2862,4133,1118,3015,4195,1066,3129
216,18,261845,125347,136498,248032,119339,128693,234219,113332,120887,230971,111734,119237,227722,110136,117586,225734,109228,116506
216,31,1671,446,1225,2451,592,1859,3230,738,2492,4526,1095,3431,5631,1404,4227,6400,1590,4810
216,56,8198,3958,4240,12298,6115,6183,16397,8271,8126,73905,42073,31832,125343,73923,51420,97474,53244,44230
216,95,3040,1351,1689,11454,4544,6910,19867,7736,12131,24540,9821,14719,29212,11906,17306,34369,14577,19792
216,162,438692,181106,257586,375267,151564,223703,321013,126735,194278,263473,100752,162721,214193,76854,137339,206518,75706,130812
216,167,245741,108329,137412,165990,72882,93108,112007,49281,62726,77919,34361,43558,70622,27117,43505,64009,22640,41369
216,169,15695,6575,9120,14717,6397,8320,12944,5279,7665,13131,5006,8125,12611,5379,7232,9641,4249,5392
216,170,3301922,1620293,1681629,3485074,1694890,1790184,3541839,1708694,1833145,3293929,1557903,1736026,2978217,1376105,1602112,3269992,1518786,1751206
216,187,2619,1012,1607,4039,1358,2681,6568,2076,4492,7365,2414,4951,8258,2782,5476,10001,3552,6449
216,59,605,231,374,650,249,401,695,267,428,3602,1958,1644,6508,3649,2859,6870,3444,3426
216,68,43063,23002,20061,33755,17538,16217,24457,12068,12389,24004,11681,12323,23350,11147,12203,21683,10337,11346
216,73,0,0,0,92,39,53,183,77,106,593,257,336,1003,437,566,1822,764,1058
216,96,11,3,8,17,5,12,22,7,15,118,41,77,214,75,139,272,90,182
216,101,170,83,87,925,438,487,2189,1072,1117,3627,1978,1649,4468,2349,2119,4564,2373,2191
216,114,46572,23774,22798,49867,24807,25060,53157,25837,27320,47145,22647,24498,39933,18518,21415,33493,15319,18174
216,120,43228,22776,20452,25598,13532,12066,20051,10581,9470,18521,9695,8826,14475,7043,7432,12248,5821,6427
216,153,6,3,3,77,31,46,314,75,239,1120,267,853,2463,582,1881,4236,1103,3133
216,199,1146,358,788,1360,417,943,1459,441,1018,2777,808,1969,4741,1446,3295,6982,2265,4717
216,218,3233,2398,835,7311,4476,2835,11512,6621,4891,15544,7147,8397,20842,8336,12506,23414,9177,14237
216,52,0,0,0,0,0,0,0,0,0,377,81,296,753,162,591,758,162,596
216,83,189,105,84,8282,2162,6120,16512,4144,12368,18198,4315,13883,19883,4486,15397,19457,3768,15689
216,104,206,72,134,6959,1124,5835,13711,2175,11536,117957,25160,92797,222203,48145,174058,222241,45039,177202
216,127,30,6,24,36,8,28,92,23,69,145,36,109,268,62,206,336,90,246
216,163,3196,2594,602,6899,5597,1302,10882,8831,2051,28315,17856,10459,41047,23939,17108,45051,25476,19575
216,178,4,3,1,25,2,23,48,1,47,50,2,48,53,3,50,60,6,54
216,182,156,29,127,994,170,824,1352,208,1144,1334,192,1142,1304,186,1118,1274,179,1095
216,188,89,45,44,193,62,131,299,79,220,884,247,637,1499,384,1115,1764,505,1259
216,193,408,169,239,1038,456,582,2115,955,1160,61162,30759,30403,79843,36759,43084,77420,32338,45082
216,204,65,27,38,61,26,35,57,24,33,58,25,33,60,26,34,64,28,36
216,12,4534,1337,3197,5115,1567,3548,5696,1797,3899,6367,1905,4462,7038,2013,5025,8232,2387,5845
216,19,2298,790,1508,2283,781,1502,2202,756,1446,1848,638,1210,2999,1045,1954,4981,1881,3100
216,74,7869,2753,5116,8124,2754,5370,8378,2754,5624,12020,3929,8091,14681,4631,10050,15880,4974,10906
216,80,16108,7429,8679,85683,34982,50701,155257,62534,92723,203852,80745,123107,252446,98955,153491,261147,102366,158781
216,119,3,1,2,6,1,5,9,1,8,14,2,12,20,3,17,37,7,30
216,121,169,21,148,160,20,140,154,19,135,133,23,110,115,28,87,175,44,131
216,145,46,28,18,67,40,27,92,53,39,427,217,210,681,340,341,1208,587,621
216,200,1593,464,1129,3109,949,2160,4638,1444,3194,5401,1491,3910,6269,1199,5070,7367,1823,5544
216,14,0,0,0,0,0,0,0,0,0,9,2,7,17,4,13,18,4,14
216,53,1367,460,907,1036,320,716,705,180,525,702,183,519,641,170,471,577,153,424
216,62,121,49,72,135,53,82,148,56,92,110,40,70,72,24,48,76,25,51
216,50,135,48,87,102,38,64,119,43,76,78,28,50,153,54,99,159,55,104
216,133,250,116,134,279,123,156,322,137,185,307,119,188,329,115,214,452,183,269
216,148,80,28,52,64,22,42,65,25,40,69,29,40,73,31,42,78,33,45
216,157,66,40,26,94,57,37,128,77,51,271,211,60,428,356,72,502,417,85
216,8,3583,1535,2048,5809,2635,3174,8036,3737,4299,5928,2807,3121,3820,1877,1943,4408,2165,2243
216,24,0,0,0,57,17,40,114,35,79,106,30,76,98,26,72,114,30,84
216,42,35,18,17,96,50,46,157,83,74,128,75,53,98,67,31,163,98,65
216,46,208,79,129,203,78,125,197,76,121,188,74,114,211,86,125,226,93,133
216,63,134,58,76,151,66,85,167,73,94,197,89,108,276,120,156,401,173,228
216,160,171,59,112,150,51,99,176,60,116,206,70,136,223,77,146,241,84,157
216,225,187,77,110,184,76,108,180,73,107,189,77,112,199,82,117,211,85,126
216,37,50845,24753,26092,51057,24738,26319,52484,25318,27166,57232,26461,30771,65417,29275,36142,73108,32692,40416
216,220,154211,75431,78780,210382,103154,107228,275153,135434,139719,290263,143576,146687,308931,150116,158815,345783,167502,178281
216,11,12428,6330,6098,16704,8047,8657,17030,7760,9270,16810,7230,9580,16380,6680,9700,17227,7055,10172
216,147,247,134,113,330,174,156,817,398,419,1104,536,568,1263,612,651,1402,678,724
216,137,0,0,0,0,0,0,0,0,0,0,0,0,135,88,47,141,92,49
216,28,0,0,0,0,0,0,0,0,0,0,0,0,727,311,416,875,374,501
217,64,464,302,162,475,290,185,523,301,222,623,375,248,672,394,278,797,424,373
217,118,1322,863,459,1669,1063,606,2044,1294,750,2251,1573,678,2462,1728,734,2775,1937,838
217,191,175,67,108,109,48,61,75,39,36,89,45,44,143,72,71,184,93,91
217,130,62,24,38,66,30,36,68,35,33,68,36,32,68,37,31,68,38,30
217,161,99,54,45,242,126,116,453,230,223,429,217,212,425,210,215,431,213,218
217,97,9940,4881,5059,12301,6147,6154,14662,7413,7249,13547,6834,6713,12432,6255,6177,11986,6023,5963
217,194,19,10,9,215,170,45,413,283,130,816,406,410,1645,833,812,1634,814,820
217,15,771,313,458,1359,590,769,1952,859,1093,3429,1716,1713,5663,2955,2708,4041,2080,1961
217,55,38,23,15,54,32,22,69,40,29,101,59,42,162,95,67,169,100,69
217,100,222,168,54,262,183,79,248,155,93,284,207,77,287,214,73,288,226,62
217,107,156,64,92,205,105,100,254,147,107,366,230,136,471,306,165,221,127,94
217,111,4778,846,3932,5852,1924,3928,9199,3792,5407,13635,6304,7331,21472,10477,10995,24662,10294,14368
217,154,2702,1562,1140,7470,4299,3171,10139,6173,3966,7711,4514,3197,6529,3729,2800,14759,8542,6217
217,165,39178,25344,13834,41796,28726,13070,38184,27896,10288,18041,11902,6139,12533,8875,3658,9682,7042,2640
217,195,10629,5173,5456,10387,5029,5358,10145,4884,5261,10570,5061,5509,10996,5238,5758,10888,5173,5715
217,211,3344,1762,1582,1689,893,796,41,26,15,42,27,15,43,28,15,43,28,15
217,18,15,9,6,19,10,9,23,11,12,22,10,12,20,9,11,23,11,12
217,31,1,1,0,14,8,6,26,15,11,43,25,18,58,34,24,94,51,43
217,56,8,7,1,12,10,2,15,12,3,25,20,5,33,26,7,53,43,10
217,95,0,0,0,62,34,28,123,67,56,152,84,68,181,101,80,241,130,111
217,162,118,61,57,100,51,49,86,43,43,106,54,52,130,67,63,124,63,61
217,170,283,139,144,261,146,115,230,147,83,292,176,116,349,202,147,355,205,150
217,187,4,3,1,20,13,7,43,26,17,49,30,19,55,34,21,67,41,26
217,59,56,38,18,124,72,52,192,106,86,258,137,121,324,168,156,372,192,180
217,73,14,11,3,22,17,5,30,23,7,56,39,17,82,55,27,156,90,66
217,96,0,0,0,1,1,0,1,1,0,2,1,1,2,1,1,4,3,1
217,101,39,20,19,107,53,54,235,121,114,235,128,107,197,101,96,201,102,99
217,114,1,1,0,1,1,0,2,2,0,5,4,1,9,6,3,7,5,2
217,120,17,10,7,19,12,7,14,9,5,21,12,9,27,14,13,23,11,12
217,153,27,16,11,34,16,18,82,41,41,132,68,64,244,119,125,407,217,190
217,199,275,140,135,327,165,162,351,176,175,484,252,232,742,400,342,1430,787,643
217,218,754,506,248,2965,1721,1244,5226,2960,2266,7777,4397,3380,10962,6225,4737,12314,6922,5392
217,83,17,9,8,47,29,18,77,49,28,83,49,34,88,49,39,86,46,40
217,104,2,1,1,11,4,7,19,7,12,195,102,93,370,197,173,370,194,176
217,127,6,3,3,8,4,4,9,5,4,13,7,6,24,16,8,30,21,9
217,182,2,1,1,18,9,9,25,12,13,25,12,13,25,12,13,24,12,12
217,193,14,7,7,22,11,11,266,144,122,128,68,60,225,127,98,326,186,140
217,12,97,46,51,109,52,57,121,59,62,136,64,72,150,69,81,176,82,94
217,74,266,153,113,275,156,119,283,159,124,641,322,319,725,401,324,784,432,352
217,145,20,15,5,29,22,7,41,30,11,426,231,195,520,272,248,742,395,347
217,200,124,75,49,192,114,78,262,154,108,313,173,140,371,182,189,435,229,206
217,24,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0
217,42,8,4,4,7,5,2,5,5,0,4,4,0,3,3,0,5,5,0
217,46,38,24,14,37,23,14,36,23,13,34,22,12,38,25,13,41,27,14
217,37,1218,593,625,3822,1846,1976,6517,3144,3373,10402,5444,4958,14912,8084,6828,16665,9030,7635
217,220,1656,1040,616,4115,2602,1513,6744,4276,2468,8018,4007,4011,9392,4613,4779,11197,5483,5714
217,11,561,305,256,1005,538,467,1390,740,650,2790,1590,1200,5230,3040,2190,7131,3885,3246
217,68,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,7,5,2
217,28,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,39,39,0
218,67,34,14,20,38,14,24,43,14,29,49,17,32,56,21,35,56,21,35
218,123,769,399,370,1639,853,786,1578,819,759,1504,778,726,1478,763,715,1460,753,707
218,131,694,304,390,450,213,237,458,196,262,415,182,233,395,189,206,454,229,225
218,183,274,127,147,223,115,108,173,103,70,216,118,98,259,132,127,291,157,134
218,215,1071,565,506,1052,538,514,1264,685,579,1256,678,578,1249,672,577,1241,667,574
218,219,682,390,292,866,495,371,912,522,390,1015,593,422,1040,610,430,1061,448,613
218,230,1987,1090,897,1434,787,647,1036,569,467,1154,634,520,1286,680,606,1432,721,711
218,231,19136,10918,8218,18132,10344,7788,23747,13543,10204,19394,11061,8333,12174,6944,5230,7560,4310,3250
218,2,2060,1195,865,1430,774,656,800,353,447,1128,498,630,1455,642,813,1440,636,804
218,64,3051,1718,1333,2573,1400,1173,2299,1193,1106,2737,1502,1235,2954,1570,1384,3504,1647,1857
218,118,8712,4926,3786,6959,3905,3054,5321,3021,2300,5863,3782,2081,6415,4165,2250,7232,4661,2571
218,139,828,438,390,760,397,363,801,412,389,822,417,405,920,464,456,1233,619,614
218,27,3289,1848,1441,2034,922,1112,993,93,900,3600,284,3316,6220,478,5742,8264,558,7706
218,142,2540,1062,1478,2429,1025,1404,2256,958,1298,1783,751,1032,1718,726,992,1575,670,905
218,191,117362,47415,69947,105771,48929,56842,124002,61581,62421,148510,73053,75457,236904,114696,122208,318536,154419,164117
218,34,14,7,7,22,12,10,29,16,13,40,21,19,50,25,25,52,26,26
218,81,972,469,503,969,516,453,1084,530,554,1524,792,732,1130,550,580,1339,660,679
218,117,1146,608,538,1119,582,537,1099,557,542,499,324,175,230,105,125,58,28,30
218,172,274,161,113,282,159,123,291,157,134,332,183,149,374,210,164,384,214,170
218,184,611,345,266,595,329,266,580,314,266,567,304,263,563,300,263,561,298,263
218,202,477,210,267,387,246,141,333,306,27,321,237,84,328,182,146,325,142,183
218,43,4737,2935,1802,5649,3459,2190,6561,3982,2579,7238,4693,2545,7915,5403,2512,9108,6350,2758
218,44,11838,7658,4180,13212,8516,4696,14585,9373,5212,15924,9948,5976,17301,10546,6755,17666,10499,7167
218,57,188,110,78,205,118,87,221,125,96,249,142,107,276,159,117,304,176,128
218,106,10209,5201,5008,12657,6075,6582,16526,7635,8891,15133,6893,8240,16044,7216,8828,14959,6672,8287
218,136,65,28,37,71,33,38,79,39,40,75,46,29,80,61,19,87,66,21
218,166,559,324,235,855,568,287,1425,1011,414,2197,1634,563,3840,2869,971,3906,3294,612
218,30,1996,1144,852,1961,1131,830,1926,1119,807,1969,1149,820,2012,1179,833,2055,1209,846
218,35,43,30,13,113,79,34,182,127,55,142,100,42,102,73,29,92,66,26
