# source, target, migration_1990_total, migration_1990_male, migration_1990_female, migration_1995_total, migration_1995_male, migration_1995_female, migration_2000_total, migration_2000_male, migration_2000_female, migration_2005_total, migration_2005_male, migration_2005_female, migration_2010_total, migration_2010_male, migration_2010_female, migration_2015_total, migration_2015_male, migration_2015_female
65,8,182,88,94,169,82,87,156,77,79,115,57,58,73,37,36,73,37,36
65,24,57,23,34,82,38,44,107,53,54,108,50,58,109,48,61,127,56,71
65,28,405,335,70,443,332,111,481,330,151,356,250,106,226,166,60,272,200,72
65,42,226,111,115,227,114,113,228,117,111,185,106,79,142,96,46,233,136,97
65,46,297,149,148,306,160,146,315,171,144,310,172,138,358,205,153,384,222,162
65,63,174,82,92,196,93,103,217,103,114,256,125,131,359,170,189,522,246,276
65,160,76,36,40,67,31,36,79,37,42,93,44,49,100,48,52,108,53,55
65,225,1017,445,572,965,425,540,908,402,506,937,413,524,967,425,542,1015,439,576
65,37,27145,13215,13930,32598,15783,16815,38826,18730,20096,39970,19738,20232,43516,21987,21529,48632,24557,24075
65,220,465433,236909,228524,628538,320633,307905,817336,418442,398894,969458,498582,470876,1133462,573426,560036,1276489,643935,632554
65,11,8774,4331,4443,10028,4898,5130,10690,5200,5490,10760,5240,5520,11000,5370,5630,11689,5662,6027
65,68,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
66,48,485,260,225,560,288,272,786,393,393,500,309,191,1190,670,520,1582,861,721
66,77,26839,13207,13632,32079,15782,16297,41013,20177,20836,44903,22109,22794,51167,25224,25943,56283,27683,28600
66,179,305,122,183,286,111,175,268,100,168,210,77,133,165,60,105,146,53,93
66,206,50,30,20,56,34,22,63,39,24,71,44,27,95,59,36,107,67,40
66,56,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
66,170,29,14,15,33,15,18,37,15,22,70,41,29,102,66,36,104,67,37
66,73,0,0,0,0,0,0,0,0,0,5,2,3,9,3,6,16,6,10
66,96,1,0,1,1,0,1,1,0,1,2,0,2,3,1,2,7,1,6
66,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,199,8,2,6,10,3,7,11,3,8,26,12,14,35,15,20,43,20,23
66,218,6,4,2,29,14,15,53,23,30,159,56,103,279,94,185,312,103,209
66,83,2,2,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1
66,104,6,2,4,33,20,13,60,38,22,91,44,47,121,50,71,121,49,72
66,163,16,5,11,34,11,23,55,18,37,135,19,116,194,17,177,214,11,203
66,193,6040,2555,3485,7506,3168,4338,12201,5259,6942,17628,6914,10714,21552,8234,13318,18841,7193,11648
66,12,6,3,3,7,4,3,7,4,3,8,4,4,9,5,4,10,6,4
66,19,989,643,346,781,476,305,550,295,255,9,6,3,18,7,11,38,20,18
66,74,144,64,80,149,65,84,153,65,88,347,97,250,361,150,211,390,161,229
66,145,9,6,3,13,8,5,19,9,10,31,15,16,38,14,24,47,10,37
66,200,23,13,10,23,13,10,24,13,11,30,14,16,37,14,23,43,18,25
66,42,3,2,1,3,2,1,2,1,1,2,1,1,1,1,0,2,2,0
66,37,10,5,5,12,6,6,15,7,8,40,24,16,68,44,24,76,49,27
66,36,0,0,0,0,0,0,0,0,0,3377,1600,1777,2688,1338,1350,2580,1092,1488
66,28,0,0,0,0,0,0,0,0,0,27,7,20,55,14,41,66,17,49
67,69,69681,36625,33056,34949,18680,16269,6843,4313,2530,5756,3328,2428,6354,3329,3025,156030,79555,76475
67,109,0,0,0,66,34,32,106,53,53,696,359,337,1389,688,701,2127,1057,1070
67,190,0,0,0,0,0,0,0,0,0,17,10,7,37,20,17,34,19,15
67,192,0,0,0,0,0,0,0,0,0,0,0,0,3410,1961,1449,3318,1999,1319
67,215,0,0,0,0,0,0,27,14,13,4,3,1,3490,1807,1683,3529,1817,1712
67,64,358,180,178,359,179,180,388,192,196,462,243,219,499,254,245,2368,1053,1315
67,118,1023,517,506,1230,695,535,1459,897,562,1607,1098,509,1759,1208,551,1983,1354,629
67,196,64790,33309,31481,237519,118047,119472,435158,214993,220165,192139,95872,96267,132187,65302,66885,159748,81987,77761
67,191,521,257,264,325,174,151,222,134,88,284,165,119,945,429,516,1604,730,874
67,15,508,363,145,558,393,165,610,421,189,926,629,297,1448,978,470,1550,1040,510
67,55,1,0,1,2,0,2,2,0,2,3,0,3,5,0,5,5,0,5
67,100,359,272,87,732,429,303,694,336,358,796,501,295,804,524,280,806,568,238
67,107,139,64,75,115,57,58,91,51,40,131,80,51,168,106,62,79,44,35
67,111,3148,1906,1242,2522,1607,915,2877,1943,934,3107,2049,1058,4114,2681,1433,4725,2853,1872
67,165,639,467,172,694,518,176,646,493,153,1083,807,276,2401,1925,476,1854,1511,343
67,217,3846,2738,1108,4928,3530,1398,6295,4509,1786,7570,5236,2334,16231,11367,4864,17916,12488,5428
67,229,0,0,0,2500,1452,1048,2566,1490,1076,0,0,0,918,508,410,1009,536,473
67,31,1,1,0,2,2,0,2,2,0,3,2,1,3,2,1,3,2,1
67,56,1,1,0,1,1,0,1,1,0,2,1,1,3,2,1,7,5,2
67,95,0,0,0,3,1,2,6,2,4,9,4,5,11,5,6,20,12,8
67,162,3,3,0,2,2,0,2,2,0,13,1,12,25,0,25,23,0,23
67,59,73,32,41,79,35,44,84,37,47,152,70,82,220,104,116,328,162,166
67,73,0,0,0,5,2,3,9,3,6,38,17,21,67,32,35,168,105,63
67,96,0,0,0,1,1,0,1,1,0,2,2,0,3,3,0,11,8,3
67,101,7,4,3,20,12,8,45,29,16,45,30,15,37,23,14,38,24,14
67,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,153,19,14,5,44,22,22,530,266,264,1797,961,836,4839,2495,2344,14821,8595,6226
67,199,2399,1274,1125,2847,1501,1346,3054,1601,1453,5371,2688,2683,10301,4933,5368,22320,11828,10492
67,218,914,547,367,3593,1751,1842,6334,2980,3354,11182,5379,5803,16941,8271,8670,19031,9160,9871
67,83,137,75,62,117,59,58,99,42,57,193,88,105,286,133,153,280,124,156
67,104,779,271,508,4098,1064,3034,7417,1858,5559,10504,4670,5834,13591,7482,6109,13593,7374,6219
67,127,10,8,2,12,9,3,15,12,3,19,14,5,487,351,136,610,448,162
67,193,6,4,2,10,6,4,128,81,47,62,39,23,140,89,51,137,81,56
67,12,57,25,32,65,29,36,72,33,39,81,36,45,89,39,50,104,46,58
67,19,15,7,8,15,7,8,15,7,8,44,19,25,116,56,60,364,193,171
67,74,160,60,100,166,61,105,171,61,110,270,103,167,590,203,387,638,218,420
67,80,2815,1629,1186,3979,2188,1791,5143,2748,2395,9646,4681,4965,14148,6613,7535,14636,6841,7795
67,145,155,91,64,228,132,96,309,175,134,644,334,310,1081,547,534,2150,1121,1029
67,200,995,504,491,2734,1713,1021,4483,2930,1553,5967,3629,2338,7568,4178,3390,8893,5186,3707
67,24,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
67,42,0,0,0,1,0,1,2,1,1,2,1,1,1,0,1,2,0,2
67,225,25,13,12,24,13,11,24,13,11,25,14,11,27,15,12,28,15,13
67,37,4630,2254,2376,4649,2253,2396,4779,2306,2473,6173,3061,3112,7937,4008,3929,8870,4476,4394
67,220,11131,5445,5686,14037,6926,7111,17518,8712,8806,20312,10151,10161,23355,11471,11884,30305,14840,15465
67,11,1272,664,608,1562,815,747,1760,920,840,2290,1170,1120,3090,1530,1560,3851,1905,1946
68,64,14,8,6,16,8,8,19,9,10,23,12,11,25,13,12,30,14,16
68,191,68,55,13,56,46,10,61,49,12,72,58,14,116,93,23,149,120,29
68,108,358,153,205,588,256,332,817,359,458,932,423,509,1046,487,559,1113,528,585
68,112,1544,655,889,1307,554,753,1050,444,606,856,359,497,650,269,381,573,235,338
68,13,662,287,375,581,272,309,586,270,316,556,247,309,509,236,273,486,231,255
68,55,7,2,5,10,2,8,13,3,10,19,4,15,30,7,23,32,8,24
68,79,846,377,469,720,318,402,593,259,334,552,240,312,515,224,291,477,208,269
68,211,27,11,16,65,25,40,105,39,66,108,39,69,111,39,72,112,38,74
68,18,3429,1709,1720,3397,1427,1970,3365,1145,2220,3232,1099,2133,3099,1054,2045,3243,1104,2139
68,31,4,1,3,16,5,11,27,8,19,43,13,30,57,18,39,75,22,53
68,56,15,6,9,23,10,13,31,14,17,83,36,47,129,58,71,169,71,98
68,95,39,12,27,63,17,46,87,22,65,107,28,79,126,33,93,146,44,102
68,162,402,159,243,343,133,210,293,110,183,245,90,155,206,72,134,200,72,128
68,170,62441,30641,31800,65943,32132,33811,67055,32470,34585,63001,29942,33059,57651,26818,30833,58751,27173,31578
68,187,3,1,2,15,4,11,33,8,25,38,10,28,42,11,31,52,15,37
68,216,10585,4536,6049,11068,5154,5914,11687,5835,5852,10678,5339,5339,10188,5101,5087,10222,5126,5096
68,59,7,4,3,234,73,161,460,141,319,775,229,546,1089,317,772,1501,474,1027
68,73,0,0,0,3285,1501,1784,6569,3001,3568,16373,7834,8539,26176,12666,13510,51279,23513,27766
68,96,0,0,0,11,4,7,21,8,13,81,34,47,140,59,81,134,45,89
68,101,190,93,97,674,319,355,1529,750,779,2297,1101,1196,2686,1119,1567,2744,1123,1621
68,114,1675,723,952,2872,1299,1573,4069,1874,2195,3803,1758,2045,3442,1568,1874,2886,1296,1590
68,120,1514,785,729,1414,735,679,1107,575,532,1107,561,546,958,444,514,811,366,445
68,153,23,13,10,159,61,98,302,67,235,632,164,468,1999,1022,977,5096,2999,2097
68,199,8056,3535,4521,9560,4154,5406,10253,4417,5836,9870,4014,5856,10010,4062,5948,10499,4443,6056
68,218,545,371,174,1233,643,590,1943,924,1019,4937,1913,3024,8333,3087,5246,9361,3389,5972
68,52,0,0,0,3,1,2,5,2,3,13,5,8,20,7,13,20,7,13
68,83,146,81,65,102,50,52,60,20,40,96,25,71,132,30,102,129,25,104
68,104,31,11,20,212,20,192,392,28,364,887,127,760,1382,226,1156,1382,205,1177
68,163,66,29,37,141,61,80,223,97,126,182,70,112,112,32,80,124,33,91
68,188,0,0,0,0,0,0,0,0,0,0,0,0,19,12,7,25,12,13
68,193,18,5,13,58,22,36,124,49,75,575,242,333,1254,469,785,1875,699,1176
68,12,206,54,152,232,63,169,258,73,185,289,77,212,319,81,238,372,96,276
68,19,79,35,44,78,35,43,75,34,41,336,109,227,696,215,481,1025,335,690
68,74,828,322,506,855,324,531,881,325,556,786,262,524,840,299,541,909,322,587
68,80,1467,773,694,5310,1755,3555,9153,2738,6415,10243,3496,6747,11333,4255,7078,11724,4402,7322
68,119,13,13,0,15,15,0,17,17,0,9,9,0,2,1,1,2,0,2
68,121,18,3,15,16,3,13,16,3,13,179,34,145,345,66,279,528,108,420
68,145,83,25,58,121,34,87,165,43,122,299,78,221,525,142,383,937,306,631
68,200,195,61,134,270,90,180,346,119,227,419,136,283,502,129,373,589,182,407
68,14,0,0,0,0,0,0,0,0,0,8,3,5,15,6,9,16,6,10
68,50,2,0,2,2,0,2,2,0,2,1,0,1,3,0,3,3,0,3
68,8,109,38,71,106,37,69,103,37,66,76,27,49,49,18,31,49,18,31
68,24,0,0,0,2,0,2,4,1,3,5,1,4,5,1,4,6,1,5
68,42,26,16,10,35,18,17,44,21,23,36,19,17,28,18,10,44,25,19
68,46,19,9,10,19,9,10,18,8,10,17,8,9,20,10,10,21,10,11
68,160,11,6,5,10,5,5,12,6,6,15,7,8,16,8,8,17,9,8
68,225,46,14,32,45,14,31,45,14,31,46,14,32,49,14,35,52,15,37
68,37,6170,3004,3166,6196,3003,3193,6369,3073,3296,5058,2337,2721,4051,1749,2302,4527,1953,2574
68,220,9210,4442,4768,9307,4521,4786,9785,4800,4985,9787,4825,4962,9910,4799,5111,9995,4826,5169
68,11,2731,1251,1480,2556,1161,1395,1970,880,1090,1680,740,940,2250,1020,1230,3313,1431,1882
68,28,0,0,0,0,0,0,0,0,0,90,26,64,180,52,128,217,63,154
69,60,13405,5911,7494,10943,4829,6114,11023,4872,6151,10100,4830,5270,11141,4901,6240,12323,5438,6885
69,67,1284,668,616,687,357,330,91,48,43,99,53,46,107,57,50,108,58,50
69,109,26695,15293,11402,29521,16825,12696,20846,11399,9447,20917,11759,9158,24091,13043,11048,36889,20032,16857
69,190,460000,234861,225139,18044,9490,8554,555,293,262,1142,605,537,1882,996,886,2079,1120,959
69,192,0,0,0,0,0,0,0,0,0,0,0,0,8605,4597,4008,12786,6784,6002
69,215,168,86,82,165,82,83,216,110,106,106,55,51,989,514,475,1070,545,525
69,64,567,227,340,503,203,300,478,195,283,569,253,316,614,260,354,1457,507,950
69,118,1618,653,965,1470,689,781,1347,754,593,1484,948,536,1624,1044,580,1831,1169,662
69,196,942295,463796,478499,502740,248547,254193,123478,62843,60635,107732,55315,52417,70677,36247,34430,60734,31232,29502
69,142,312,98,214,298,95,203,278,89,189,219,69,150,211,67,144,193,62,131
69,191,2873,1438,1435,1792,969,823,1224,746,478,1538,902,636,6600,2838,3762,44891,23344,21547
69,198,0,0,0,3,2,1,15,8,7,20,10,10,26,12,14,30,16,14
69,81,16,7,9,16,8,8,18,8,10,25,12,13,25,13,12,30,16,14
69,203,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
69,15,357,255,102,392,276,116,430,297,133,565,384,181,826,557,269,678,454,224
69,55,20,8,12,29,11,18,37,14,23,54,20,34,86,32,54,90,34,56
69,103,40595,20567,20028,50287,25090,25197,57163,28478,28685,67189,33443,33746,78029,38744,39285,80474,39760,40714
69,107,21,12,9,57,9,48,93,7,86,134,25,109,172,40,132,81,6,75
69,111,2216,1342,874,1776,1132,644,2026,1369,657,2188,1444,744,2897,1888,1009,3595,2171,1424
69,165,908,662,246,986,736,250,917,700,217,982,726,256,1846,1480,366,1667,1359,308
69,180,61017,40588,20429,62534,41706,20828,64252,42943,21309,79371,54566,24805,102910,72127,30783,124347,85127,39220
69,211,23,15,8,34,14,20,56,22,34,59,23,36,78,34,44,150,73,77
69,217,2708,1928,780,3470,2486,984,4433,3175,1258,4607,3190,1417,9276,6498,2778,7836,5464,2372
69,229,15804,9175,6629,687,399,288,1203,699,504,1616,1013,603,4181,2311,1870,5740,3045,2695
69,18,11,11,0,18,17,1,25,24,1,24,23,1,23,22,1,25,24,1
69,31,26,24,2,30,27,3,34,30,4,43,37,6,51,43,8,54,46,8
69,56,19,16,3,29,24,5,39,32,7,58,46,12,72,56,16,115,80,35
69,95,31,26,5,61,46,15,90,66,24,111,82,29,132,98,34,141,98,43
69,162,68,50,18,58,43,15,50,37,13,46,33,13,45,31,14,43,30,13
69,170,438,215,223,372,225,147,293,227,66,282,216,66,266,201,65,272,205,67
69,187,5,4,1,10,8,2,19,14,5,22,16,6,25,18,7,31,22,9
69,59,559,350,209,820,471,349,1081,593,488,1384,774,610,1686,955,731,2136,1225,911
69,73,203,109,94,394,225,169,584,341,243,1080,636,444,1576,932,644,2366,1297,1069
69,96,13,6,7,22,11,11,31,16,15,47,21,26,63,27,36,76,32,44
69,101,29,13,16,82,36,46,179,82,97,180,88,92,151,68,83,154,68,86
69,153,1681,1114,567,2227,1356,871,2567,1526,1041,3057,1683,1374,5170,2751,2419,7742,3993,3749
69,199,9356,5054,4302,11103,5959,5144,11907,6354,5553,11221,5891,5330,13822,7192,6630,16509,8366,8143
69,218,1086,657,429,4269,2118,2151,7524,3609,3915,10737,4891,5846,14825,6627,8198,16654,7320,9334
69,83,3422,1893,1529,2929,1406,1523,2484,914,1570,2479,852,1627,2473,790,1683,2420,705,1715
69,104,16703,3697,13006,11136,2646,8490,5569,1595,3974,17983,7231,10752,30396,12867,17529,30401,12555,17846
69,127,25,13,12,30,16,14,37,20,17,45,24,21,319,159,160,400,209,191
69,163,3,1,2,7,2,5,12,2,10,21,11,10,27,18,9,30,19,11
69,193,118,66,52,174,100,74,305,177,128,754,406,348,2695,1465,1230,3713,2008,1705
69,12,703,291,412,793,336,457,883,381,502,987,412,575,1091,443,648,1276,523,753
69,19,989,643,346,781,476,305,550,295,255,440,228,212,738,409,329,1143,619,524
69,74,3850,1514,2336,3975,1523,2452,4099,1531,2568,5594,2378,3216,8020,2896,5124,8675,3114,5561
69,80,19612,12177,7435,17204,10049,7155,14795,7921,6874,17456,8848,8608,20116,9775,10341,20809,10112,10697
69,145,3852,2237,1615,5474,3128,2346,7281,4119,3162,8004,4405,3599,8626,4646,3980,9451,4998,4453
69,200,1595,807,788,2441,1233,1208,3297,1668,1629,3828,1839,1989,4435,1859,2576,5211,2395,2816
69,7,1,0,1,38,17,21,74,34,40,80,37,43,85,39,46,90,41,49
69,174,2,0,2,2,0,2,4,1,3,4,1,3,4,0,4,4,0,4
69,50,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
69,148,36,24,12,29,19,10,49,31,18,72,44,28,76,47,29,81,50,31
69,8,71,30,41,69,29,40,67,29,38,50,22,28,32,15,17,32,15,17
69,24,4,0,4,4,1,3,4,2,2,3,2,1,2,2,0,2,2,0
69,42,14,9,5,10,6,4,5,2,3,4,2,2,3,2,1,5,3,2
69,225,29,19,10,28,18,10,28,18,10,29,19,10,33,22,11,35,23,12
69,37,13765,6701,7064,13822,6697,7125,14208,6854,7354,18889,9090,9799,24704,11898,12806,27608,13288,14320
69,220,34805,18499,16306,51123,27389,23734,69531,37473,32058,106732,57758,48974,145243,77448,67795,184022,90081,93941
69,11,1336,782,554,2563,1373,1190,3640,1890,1750,6120,3170,2950,8990,4470,4520,11446,5577,5869
69,147,153,74,79,185,89,96,635,309,326,889,432,457,1046,507,539,1187,574,613
69,70,0,0,0,0,0,0,1,1,0,5,4,1,27,18,9,37,24,13
69,28,0,0,0,0,0,0,0,0,0,5,0,5,10,0,10,12,0,12
69,68,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0
70,59,6430,2448,3982,8533,3400,5133,10636,4352,6284,10897,4442,6455,11158,4532,6626,12324,5089,7235
70,96,237,92,145,273,109,164,308,125,183,320,130,190,331,135,196,339,139,200
70,101,1,1,0,2,1,1,5,2,3,4,1,3,3,1,2,3,1,2
70,153,527,212,315,742,318,424,902,442,460,778,356,422,813,393,420,884,449,435
70,218,38,21,17,150,63,87,266,107,159,310,121,189,380,147,233,427,162,265
70,83,3,1,2,2,0,2,2,0,2,2,0,2,1,0,1,1,0,1
70,74,4,1,3,4,1,3,4,1,3,3,0,3,3,0,3,3,0,3
70,42,2,0,2,2,1,1,2,1,1,2,1,1,1,0,1,2,0,2
70,84,265,211,54,286,219,67,263,196,67,194,160,34,260,210,50,279,229,50
70,11,17,5,12,19,8,11,20,10,10,20,0,20,20,0,20,21,0,21
70,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
71,101,1,1,0,2,2,0,5,4,1,5,4,1,4,3,1,4,3,1
71,218,158,87,71,626,266,360,1105,447,658,945,392,553,863,375,488,968,413,555
71,42,5,2,3,4,2,2,2,1,1,2,1,1,2,2,0,5,5,0
71,63,18,9,9,20,10,10,22,11,11,26,13,13,36,18,18,52,26,26
71,37,24,11,13,27,13,14,30,14,16,15,7,8,0,0,0,0,0,0
71,11,78,42,36,112,58,54,140,70,70,120,60,60,120,50,70,95,53,42
72,191,47,20,27,29,14,15,20,11,9,23,13,10,38,21,17,47,26,21
72,97,2385,985,1400,1298,538,760,210,91,119,194,84,110,178,77,101,172,75,97
72,55,1,0,1,2,0,2,2,0,2,3,0,3,5,0,5,5,0,5
72,31,0,0,0,1,1,0,1,1,0,2,1,1,2,1,1,1,1,0
72,56,2,1,1,3,2,1,4,3,1,4,2,2,3,1,2,4,3,1
72,59,13,4,9,17,5,12,21,6,15,23,6,17,25,7,18,22,6,16
72,73,5,2,3,6,3,3,6,4,2,7,4,3,8,5,3,12,8,4
72,96,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1
72,101,3,1,2,8,3,5,17,7,10,17,7,10,14,5,9,14,5,9
72,153,12,8,4,17,10,7,24,13,11,27,14,13,40,20,20,41,23,18
72,199,28,8,20,33,8,25,36,9,27,44,13,31,56,23,33,62,28,34
72,218,483,303,180,1900,995,905,3349,1700,1649,4497,2314,2183,6013,3138,2875,6754,3482,3272
72,83,11,6,5,10,6,4,9,6,3,5,3,2,1,0,1,1,0,1
72,104,3,1,2,10,1,9,17,2,15,31,7,24,44,12,32,44,11,33
72,193,3,1,2,6,3,3,72,38,34,35,18,17,31,15,16,30,15,15
72,12,10,4,6,11,4,7,12,4,8,14,5,9,15,5,10,18,7,11
72,19,5,1,4,5,1,4,5,1,4,6,1,5,8,0,8,12,3,9
72,74,93,40,53,96,40,56,99,41,58,44,12,32,145,58,87,157,63,94
72,145,6,6,0,8,8,0,12,10,2,73,28,45,61,21,40,69,28,41
72,200,133,74,59,90,49,41,49,24,25,53,26,27,60,26,34,70,33,37
72,50,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
72,8,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
72,24,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0
72,42,5,1,4,7,3,4,9,5,4,8,5,3,6,4,2,8,2,6
72,37,15352,7474,7878,18730,9068,9662,22553,10880,11673,22701,10796,11905,24213,11392,12821,27060,12723,14337
72,220,15935,7496,8439,22943,10901,12042,30890,14791,16099,34692,16698,17994,38921,18386,20535,40737,19181,21556
72,11,37472,17988,19484,40344,18887,21457,46690,22020,24670,54790,25840,28950,64000,30030,33970,72084,33858,38226
72,147,16418,8277,8141,18262,8906,9356,25029,12165,12864,36097,17521,18576,45823,22198,23625,54815,26507,28308
72,158,128,73,55,131,77,54,98,61,37,98,62,36,83,54,29,84,56,28
72,189,220,107,113,218,106,112,208,101,107,154,79,75,110,62,48,103,59,44
72,224,166,83,83,146,77,69,129,65,64,176,86,90,216,108,108,225,112,113
72,110,221,121,100,248,137,111,275,152,123,382,206,176,489,259,230,537,284,253
72,128,43,28,15,56,39,17,67,44,23,86,56,30,111,69,42,118,74,44
72,143,221,131,90,204,121,83,188,112,76,176,105,71,165,98,67,161,96,65
72,3,50,26,24,101,52,49,152,78,74,243,123,120,333,168,165,328,165,163
72,49,78,43,35,81,44,37,84,46,38,111,49,62,138,52,86,152,57,95
72,76,27,13,14,29,14,15,32,15,17,33,16,17,32,16,16,30,15,15
72,151,24,12,12,32,16,16,41,20,21,43,21,22,45,22,23,45,22,23
72,177,68,30,38,120,53,67,173,77,96,162,71,91,142,61,81,137,58,79
72,208,369,192,177,415,222,193,466,255,211,544,300,244,635,351,284,724,403,321
72,214,114,65,49,94,54,40,77,44,33,64,36,28,53,30,23,48,27,21
73,64,189,72,117,178,68,110,182,72,110,217,95,122,234,97,137,278,94,184
73,118,538,207,331,569,266,303,611,338,273,673,427,246,737,471,266,830,526,304
73,142,116,32,84,110,31,79,104,29,75,82,23,59,79,23,56,72,21,51
73,191,576,154,422,370,109,261,269,83,186,321,93,228,513,146,367,695,199,496
73,112,361,219,142,303,182,121,241,142,99,187,109,78,132,75,57,116,66,50
73,106,432,220,212,442,212,230,613,283,330,565,257,308,599,269,330,621,277,344
73,136,20,6,14,21,8,13,24,10,14,12,5,7,3,2,1,4,3,1
73,161,9,7,2,192,112,80,430,247,183,263,152,111,110,63,47,112,64,48
73,194,0,0,0,6,5,1,14,8,6,29,9,20,61,21,40,60,20,40
73,55,123,35,88,174,44,130,225,54,171,329,77,252,528,130,398,551,140,411
73,103,529,149,380,516,140,376,474,127,347,384,102,282,299,79,220,308,80,228
73,211,404,198,206,978,459,519,1557,722,835,1604,725,879,1652,726,926,1677,716,961
73,18,1185,710,475,1688,863,825,2190,1016,1174,2104,976,1128,2017,935,1082,2111,979,1132
73,31,10,4,6,19,9,10,28,14,14,41,22,19,53,29,24,115,64,51
73,56,82,41,41,123,63,60,164,85,79,200,109,91,220,128,92,286,165,121
73,95,92,41,51,284,133,151,476,226,250,589,286,303,701,346,355,752,364,388
73,162,272,126,146,232,106,126,199,89,110,225,98,127,260,110,150,250,107,143
73,170,1737,852,885,1899,894,1005,1994,904,1090,2103,962,1141,2169,1000,1169,2210,1012,1198
73,187,4,2,2,44,23,21,98,50,48,111,58,53,124,65,59,151,81,70
73,59,3180,1101,2079,3503,1194,2309,3826,1287,2539,3802,1241,2561,3777,1194,2583,3822,1188,2634
73,68,651,347,304,1010,542,468,1369,737,632,1891,1082,809,2398,1415,983,2227,1313,914
73,96,75,22,53,97,29,68,119,37,82,153,48,105,186,58,128,178,59,119
73,101,75,37,38,266,127,139,603,298,305,844,320,524,946,222,724,966,217,749
73,114,1199,790,409,684,445,239,170,101,69,226,136,90,277,166,111,232,138,94
73,120,74,44,30,83,49,34,65,39,26,89,58,31,101,66,35,86,55,31
73,153,4257,1812,2445,4533,1900,2633,6635,2755,3880,6538,2659,3879,6611,2682,3929,6825,2746,4079
73,199,153578,65280,88298,182250,76671,105579,195447,81486,113961,183685,75565,108120,169521,68565,100956,162067,65178,96889
73,218,5179,1088,4091,7993,1989,6004,10943,2908,8035,11384,3007,8377,12752,3431,9321,14325,3713,10612
73,52,0,0,0,13,4,9,24,8,16,32,11,21,39,14,25,39,14,25
73,83,1528,536,992,1175,338,837,841,130,711,815,128,687,788,126,662,771,96,675
73,104,462,161,301,1336,201,1135,2210,241,1969,2519,424,2095,2827,607,2220,2827,567,2260
73,127,8,1,7,10,1,9,25,3,22,41,5,36,74,24,50,92,33,59
73,163,91,38,53,196,82,114,310,129,181,329,134,195,295,118,177,324,121,203
73,182,3,1,2,25,11,14,35,15,20,35,15,20,35,15,20,34,15,19
73,188,2,1,1,4,3,1,7,4,3,11,5,6,31,9,22,35,15,20
73,193,2803,1110,1693,3868,1639,2229,6598,2933,3665,8459,3762,4697,10378,4606,5772,11803,5217,6586
73,12,880,242,638,993,285,708,1106,329,777,1236,346,890,1366,363,1003,1598,432,1166
73,19,505,231,274,1645,664,981,2738,1082,1656,2863,1107,1756,3006,1155,1851,3259,1239,2020
73,74,4412,1204,3208,4555,1187,3368,4698,1171,3527,3613,983,2630,3540,830,2710,3829,888,2941
73,80,11251,2914,8337,13312,3580,9732,15373,4247,11126,15560,4130,11430,15747,4014,11733,16290,4153,12137
73,119,1,1,0,1,1,0,1,1,0,4,2,2,9,4,5,6,2,4
73,121,243,103,140,445,183,262,653,266,387,749,305,444,854,348,506,1306,544,762
73,145,1130,358,772,1655,499,1156,2237,655,1582,2447,695,1752,2554,697,1857,2896,862,2034
73,200,3408,877,2531,3555,1086,2469,3716,1306,2410,4186,1358,2828,4738,1171,3567,5567,1667,3900
73,38,3,1,2,7,3,4,12,5,7,11,5,6,10,4,6,9,4,5
73,62,45,31,14,50,34,16,55,37,18,41,24,17,26,10,16,27,10,17
73,50,18,8,10,14,6,8,17,6,11,11,4,7,22,7,15,23,7,16
73,133,35,12,23,78,29,49,125,47,78,128,49,79,147,57,90,182,71,111
73,157,7,4,3,8,5,3,11,7,4,24,13,11,39,19,20,46,23,23
73,8,156,44,112,152,44,108,148,44,104,109,33,76,70,22,48,70,22,48
73,24,75,41,34,59,31,28,43,21,22,39,19,20,34,17,17,40,20,20
73,28,169,84,85,167,79,88,165,75,90,341,175,166,512,272,240,617,328,289
73,42,99,49,50,116,60,56,132,70,62,107,63,44,82,56,26,133,78,55
73,46,56,33,23,51,29,22,46,25,21,41,22,19,44,23,21,47,25,22
73,63,43,16,27,48,18,30,53,20,33,62,24,38,87,33,54,126,47,79
73,160,50,24,26,44,21,23,52,25,27,61,29,32,66,32,34,71,35,36
73,225,64,27,37,63,27,36,62,26,36,64,27,37,68,29,39,72,30,42
73,37,16148,7861,8287,14970,7256,7714,14148,6825,7323,11631,5348,6283,9812,4208,5604,10966,4699,6267
73,84,17,10,7,10,5,5,14,5,9,9,5,4,12,6,6,13,4,9
