# index, name, _pos
288,9e10edc2-08d4-44da-bd58-256c8616db3e,"array([-14.59040276,  14.03159988])"
289,718f94f1-b5ca-400e-8429-cf16ba5fa268,"array([-14.6644999 ,  14.35138053])"
290,7f2e6136-8f7d-42b1-bf42-70d105ee72fc,"array([-14.59373759,  14.36206557])"
291,86e1fb3d-1cae-4cfb-a5ac-cfc2671ab697,"array([-14.87483363,  14.14795038])"
292,e22f58bc-ea9d-4aea-9496-a8e5ed40812c,"array([-14.55000496,  14.44824298])"
293,ca9c5fcd-2e10-4d25-b6db-cf35921f84fb,"array([-14.93434025,  14.26435402])"
294,79d28f46-7554-46fd-9442-f75720a3b325,"array([-14.7575956 ,  14.26013803])"
295,f3c63c85-6598-4314-b6a0-a52018ff9f4c,"array([-14.91674861,  14.23376825])"
296,582fb551-3a48-40fe-b123-bf9122073c0d,"array([-14.56562779,  14.17163835])"
297,dffb2bce-bb38-4b5d-aa50-852114d9e1a8,"array([-14.51049917,  14.34860352])"
298,59acc604-17dd-4a83-bf8d-44504c480a95,"array([-14.55517141,  13.97299752])"
299,5aee453e-0dc2-4701-9c84-b646865d0b4e,"array([-14.87960755,  14.63626357])"
300,5b1a4175-10eb-41ad-aeec-70db265731ce,"array([-14.54747175,  14.32460102])"
301,ed22f52e-4291-4e40-af4e-7d54e258432f,"array([-14.77153599,  14.51314818])"
302,a0fc4674-d458-4ef0-a23e-5b410ecb60ac,"array([-14.80750289,  14.0818931 ])"
303,9e47cff4-7ba2-4e32-aa41-4a5e5feef4ae,"array([-14.90589632,  14.42063612])"
304,e6ff45f5-969f-4b48-b39c-3467b14a8bf9,"array([-14.97334303,  14.27007953])"
305,24c1c4b1-82f1-4126-9a76-78d2c80f0561,"array([-14.58338697,  14.51823897])"
306,9db09f51-69d2-4097-b3da-a5762f3498ac,"array([-14.66384192,  14.1362845 ])"
307,03f4fb88-5251-4d29-b94f-226eb6027235,"array([-14.89059728,  14.45184202])"
308,b2c845c8-7d9b-4bb7-8fda-23f685a0520c,"array([-14.78558211,  14.59357654])"
309,2d446f34-7c6c-403e-a8a7-3a2e2b0e36ee,"array([-14.38717913,  14.18190187])"
310,f8e2e76c-75b5-4400-bcb7-f894828a36f3,"array([-14.39231952,  14.11253657])"
311,fbd772fe-5da0-44c1-8b1d-9150dc4a0100,"array([-14.84724166,  14.26258924])"
312,66168179-fa32-44ff-bb52-c908ca5b4db7,"array([-14.58502627,  14.45440672])"
313,e8aedef7-96c7-41bc-909f-8b9714b1c3c1,"array([-14.66597023,  14.43132053])"
314,c231819b-9cc0-41f9-ab84-8f828d79542a,"array([-14.76920705,  14.01936127])"
315,a5048edd-a18d-4605-bcd4-4fef85f876df,"array([-14.8582378 ,  14.35964952])"
316,ea9a5ffb-2dee-4a84-a165-3a2760d8a291,"array([-14.92658757,  14.09900325])"
317,8dbf5325-8bc7-4f6b-9182-3d83bf9b851b,"array([-14.75064086,  14.1441325 ])"
318,bf32957e-1688-449f-9598-ee58e8014e8e,"array([-14.59483154,  14.19817737])"
319,690a8d76-565a-432a-b6b5-618434df7c47,"array([-15.13967265,  14.2039472 ])"
320,77751e9c-12af-4de5-a3ca-184a6fe311be,"array([-14.61164706,  14.14947149])"
321,c4f1070d-25a8-4f3b-8197-6c525fba70fc,"array([-14.44925656,  14.30221916])"
322,c391c8c1-2830-4763-851d-91d9268c14b7,"array([-14.43374789,  14.33091929])"
323,69f97437-696f-4cbc-9fca-d4210dd0260c,"array([-14.6463498,  14.317381 ])"
324,d00c23a8-aa39-4e07-b68f-8666d113be99,"array([-14.48191066,  14.32248612])"
325,a5d4ece7-be23-4e12-86de-595cf9938f8f,"array([-14.51530223,  14.41853768])"
326,da6e878f-0b58-4b52-bc9c-97f2bddddbe4,"array([-14.77936754,  14.31553082])"
327,1e651a68-3cbe-45a1-9bdd-511000861478,"array([-14.40357225,  14.4182054 ])"
328,75aacffd-df7e-455a-87c7-ee45aed6d36d,"array([-14.4910092 ,  14.20368039])"
329,6c5680fe-288f-4c21-93d4-45a8ed40c856,"array([-14.54548559,  14.40609487])"
330,763fe2ce-9efe-4ae0-849a-faa42d2a981d,"array([-14.8261156 ,  14.49278494])"
331,844043a9-8c5a-4cbf-904e-e9aa762af715,"array([-14.72374373,  14.23124499])"
332,7b555704-45e8-47ab-a868-5654781a78ad,"array([-14.72934395,  14.40484339])"
333,78d71f8f-edb8-4d7f-b0eb-855109bb5c18,"array([-14.48918841,  14.03349512])"
334,bd791143-7b5e-4e7e-8661-f0a67d00b309,"array([-14.55419492,  14.11722303])"
335,f6a32b44-5d66-4e9e-bdce-70d819dbad95,"array([-14.46424847,  14.22127227])"
336,79b94165-4ac7-4d6d-91bd-84be4aa61567,"array([-14.55275572,  14.21419741])"
337,7aee720b-9cf2-434a-995f-ab7602e10545,"array([-14.6517031 ,  14.57486136])"
338,a1ac5949-18e5-400b-ad2b-ca0862dbd484,"array([-14.7511839 ,  14.19476892])"
339,7f53b9fd-2c7d-4a52-861b-e7077d169da7,"array([-15.04090532,  14.2057139 ])"
340,446bce8c-7273-4147-a822-91945e03b3ec,"array([-14.34722736,  14.37879443])"
341,ade6d364-594b-4515-a671-b1e16768ab1b,"array([-14.85979211,  14.33528493])"
342,89f6f921-dc4b-4f5e-b057-eb5dccfc709c,"array([-14.85283771,  14.12470926])"
343,8bc2af39-f2d8-4db2-9695-0b557890ac2c,"array([-14.54894641,  14.54162002])"
344,8d28a598-7e02-4c27-9e69-cf4097559032,"array([-14.96583711,  14.18946204])"
345,9ad9ee91-86d9-43f2-a5c2-5eaf3b91befd,"array([-14.71306373,  14.29327688])"
346,90ff9c58-3d76-4f32-9cec-ed9293300840,"array([-14.78548264,  14.33646377])"
347,a9bff698-60ff-49b8-a7b0-8c5299533416,"array([-14.90773888,  14.31782222])"
348,dc7dc4ae-e884-49b4-aaca-5139bd61fd62,"array([-14.98489192,  14.08539501])"
349,b4961fb8-5e5f-4e3b-8a75-023977a52424,"array([-14.71280964,  14.07245967])"
350,80f29b15-3818-444c-9fa4-7cf47ed4a78f,"array([-14.78032379,  13.86057655])"
351,a66d4e90-409a-4d4b-9725-450899b44fa8,"array([-14.65492048,  14.52447379])"
352,9790413f-1a0c-4bb3-871f-53a98f077ea9,"array([-14.24121839,  14.25618054])"
353,9adca4d4-aa51-4ba3-894c-9fa324475635,"array([-14.77232695,  14.54481041])"
354,d813ee6d-9684-4fbf-bc84-6fe4232fa4a6,"array([-14.75147287,  14.44283318])"
355,a80408fc-1146-4c39-8edd-7c5f2fd1eac3,"array([-14.34880131,  14.15213054])"
356,ac9e2b1a-b869-4746-a32f-af8fdd5eccfc,"array([-14.70087663,  14.04526072])"
357,3df4ebfb-d43f-400d-a1fc-fcd884d6a1b6,"array([-14.67217368,  13.84729447])"
358,fe1e8796-af4e-40ea-bedc-8255ee3f88f7,"array([-14.5227022,  14.0976517])"
359,bdf6dcdb-5f6a-4b32-aae5-784234413eec,"array([-14.95077071,  14.29502751])"
360,c54b4700-3f88-4c59-8781-b7be3b3097c8,"array([-14.84547161,  13.986883  ])"
361,c62a8825-8809-45a3-8678-d01c214c95b2,"array([-14.62372415,  14.51160613])"
362,ce277697-ba3f-4241-b6a8-51b0e4f0c684,"array([-15.10991244,  14.13709555])"
363,cdd29626-eddf-4bd2-8998-8cb904ae19a7,"array([-15.02381537,  14.12756008])"
364,cf40d0bb-a63e-4432-86d1-50ceaabc0fea,"array([-15.01555025,  13.94232754])"
365,d5d0aa7f-579c-441f-b1b6-4fc3346cbec8,"array([-14.8887811 ,  14.38127508])"
366,82004fde-86b5-41d5-9a03-e636ea8d64f5,"array([-15.10469293,  14.34049021])"
367,92b217d9-ab2d-45b9-9855-d4002b6876a2,"array([-14.95545625,  14.00379096])"
368,ed3f643b-b2b2-438e-892f-089998476a17,"array([-15.00713892,  14.17809108])"
369,9d1b07c2-133a-4264-9bcd-6dc8947fe014,"array([-15.05138506,  14.38728181])"
370,55024936-12ec-4616-a5f1-29beff84a7dd,"array([-14.92160809,  14.56159677])"
371,ff357f46-9ff0-434a-946a-e117568478a1,"array([-14.2756807 ,  14.18539467])"
