# index, name, _pos
114,c89e9dcb-eee4-46cd-b973-412659d25f6f,"array([-14.6767481 ,  14.03916848])"
115,1a715a7c-688b-4ef2-a05b-186b45d7e7bd,"array([-14.80962994,  14.38909827])"
116,d45ddbd3-a87a-4f39-8392-e646d5e1c40e,"array([-14.58544819,  14.39559933])"
117,1aa9fa8f-9ef5-4b5a-b417-4eaf7635ff9d,"array([-14.73202052,  14.46561976])"
118,4bb2705e-db18-45cf-a83e-38cc9aa1b7fc,"array([-14.67400618,  14.3016623 ])"
119,1b56884c-f743-4ec5-86b7-1a96c896ddfd,"array([-14.63676821,  14.36284841])"
120,1934635c-c340-447b-ad0e-f248bc8bf73e,"array([-14.428016  ,  14.47243556])"
121,575fc11d-8fb7-464f-ad37-421131468668,"array([-14.45057034,  14.41053927])"
122,d5ceb735-51ca-4633-92d4-e79095f39e9a,"array([-14.87844201,  14.17381902])"
123,1cfa9fad-eb25-4e34-b530-948c46ec3a9a,"array([-14.82137557,  14.27849083])"
124,603e29d5-2355-4dcc-8b86-dc9afba87f3d,"array([-14.91596862,  14.35688011])"
125,1e24be33-a48e-4de5-b6c1-e99a8d5ff75a,"array([-14.75118524,  14.21699184])"
126,1da33208-8b19-4d0e-8661-b13ef69732c3,"array([-14.85919448,  14.0975764 ])"
127,7aac5e3c-aa59-44da-970b-02ac69469912,"array([-14.84882441,  14.1473766 ])"
128,ac3450d3-5c51-4cc5-a05a-9621a9fa9d52,"array([-14.77724713,  14.09290928])"
129,d24d2f4f-cdd1-4244-b92c-688694de02db,"array([-14.75608337,  14.0764476 ])"
130,1dbff1e3-78f1-46d4-81c6-7d91d5b3fcdf,"array([-14.56214156,  14.29032484])"
131,393cddfd-c6b7-4430-b243-bc3b9e7abe1a,"array([-14.61371989,  14.21241409])"
132,d1fc0e70-c005-4f93-9fbe-59f12e3e0cb3,"array([-14.62723862,  14.31553898])"
133,56d227bb-037e-41a9-b840-4c150e7faf0f,"array([-14.71082524,  14.36216196])"
134,1ed6ffbc-e3d0-49f2-9de9-74af9b9f0962,"array([-14.69399544,  14.31001097])"
135,97bde660-1e70-4022-9c6c-6ff47b9676f8,"array([-14.62889736,  14.06561305])"
136,a4429cbd-5a99-4db8-a733-268471871870,"array([-14.63256253,  14.20096034])"
137,e7a1e247-0529-4548-a675-b16bd9e079e2,"array([-14.66639136,  14.0841699 ])"
138,206530cb-011a-45d9-8879-5c34166426d4,"array([-14.77241461,  14.2079558 ])"
139,588c9b32-ad01-4f5c-8e8d-a6a9bb46afed,"array([-14.70321777,  14.17904532])"
140,9688c542-ead0-4e26-b44f-664faf024e24,"array([-14.85067214,  14.17569995])"
141,6019c153-3b31-464b-ae87-4ac35e2f4a17,"array([-14.74315788,  14.3348859 ])"
142,3d5d80f9-a08c-4391-895d-8562fbb06c7d,"array([-14.71099381,  14.20302889])"
143,8d0853f3-a577-4c1d-b006-55086f097563,"array([-14.60664677,  14.31080851])"
144,2fb72509-d0c5-49b7-b45c-80d95334443d,"array([-14.70463539,  14.23837379])"
145,756ce5fa-0dac-40f6-a5e1-cebd31fe02a2,"array([-14.52214728,  14.38492868])"
146,20c4aa5c-29d0-491f-b29b-83df880291f1,"array([-14.59935449,  14.48466293])"
147,ec4094ce-1cf2-495b-b5e0-36b054d9d864,"array([-14.7827193 ,  14.37225321])"
148,67db2a03-f48d-4e05-933c-8653c30cb6b1,"array([-14.78822816,  14.21337371])"
149,ddaea07c-6a6b-4cf4-a6e8-763f3f5f69f9,"array([-14.87200204,  14.22920056])"
150,e1bd8c54-e447-4f5f-ba0a-0205b3439593,"array([-14.83182241,  14.30191564])"
151,f503dc8a-8717-4e29-827b-ba30c20d7a75,"array([-14.91247187,  14.16158371])"
152,ff6064db-ff9f-4a8f-90a2-da19e1770442,"array([-14.65399803,  14.27410337])"
153,f8638c75-1d22-43cd-8755-35a8b3fef585,"array([-14.63178226,  14.26867939])"
154,b1635197-386b-4edb-a04c-19393332bcb8,"array([-14.74815411,  14.23944323])"
155,cf7de1d3-bdd6-4937-9885-f91a84771f76,"array([-14.72442484,  14.4298688 ])"
156,c39cfdff-b17b-44c9-b490-750a4dcb4b5d,"array([-14.71104272,  14.25563797])"
157,a3d803b5-a042-4ec0-9e9d-ec0194ba180c,"array([-14.6173851,  14.1815864])"
158,5f21cc2b-fe31-45bc-8609-952e161d3fb9,"array([-14.62649135,  14.42677937])"
159,fbf3d7e8-ac84-4a96-a649-5f387f639845,"array([-14.85826033,  14.2860604 ])"
160,b766b987-e95b-43f8-bca3-3a986cd0a298,"array([-14.61954247,  14.34636525])"
161,2298efee-273d-44ba-83c7-c857f03876cb,"array([-14.57822761,  14.10303498])"
162,24590610-4a04-4e6a-88eb-2a0916009bf3,"array([-14.67254919,  14.32446154])"
163,f47b5a0b-b757-4f50-840d-abc64d3189bf,"array([-14.68899332,  14.25484265])"
164,fb8b9e6d-3293-4d0e-96f5-a9ef5abec2fb,"array([-14.57643343,  14.2203697 ])"
165,64365dc8-31fb-4077-9567-8b959ac8f91d,"array([-14.52639467,  14.13149066])"
166,26a5b8cb-5557-465c-8163-2e8ea7f93c1b,"array([-14.83000725,  14.37763947])"
167,db6d94e9-fea2-4863-b695-d280b7f9da66,"array([-14.93456137,  14.32108679])"
168,301438a5-93dc-41e7-a3da-ae2e6c93650c,"array([-14.76199765,  14.32318529])"
169,6c476f61-690a-40fd-9d95-0caa82f44528,"array([-14.56295227,  14.23875387])"
170,2718d60b-3bc8-4301-a86d-c8a404209194,"array([-14.6841622 ,  14.12900694])"
171,7fec5cd0-0c7f-499d-9af8-13b2d9d131ff,"array([-14.60210319,  14.2292406 ])"
172,dbe2ab1a-7c2b-4342-a5e8-deb4a8fc26cc,"array([-14.85247331,  14.04547455])"
173,27a344c9-b8f9-4ef6-887f-28ebe0ce78a5,"array([-14.80804607,  14.13672503])"
174,dc231079-271c-4f28-ac9e-69776d0d3df5,"array([-14.79180299,  14.1835378 ])"
175,8379e9eb-d735-46a4-a0ae-c75796ada8a4,"array([-14.43543502,  14.26905495])"
176,2c05c8b6-196e-42ee-aa23-84ffa7ef50b7,"array([-14.61721001,  14.0962834 ])"
177,2ba32373-4b0f-4419-ac43-7ae7b60c092c,"array([-14.59031941,  14.12665436])"
178,77cff068-5dae-4477-b12e-74eda8fd11d9,"array([-14.58680978,  14.24776217])"
179,f571d059-9c9f-4201-bac5-ca4196437ae9,"array([-14.63980023,  14.16719956])"
180,46be5923-800e-40ea-a416-2d50e05b1c9a,"array([-14.56207986,  14.26305123])"
181,2be8ced2-0f2e-457e-93da-b41b4f500fae,"array([-14.80006138,  14.11321237])"
182,cccd73b9-a9da-4d62-aa5f-6acf32dd0363,"array([-14.69879107,  14.28055512])"
183,61fbcc15-62b9-400f-921e-198a66c2cdbc,"array([-14.85663456,  14.30962259])"
184,7e13181a-2f7f-48cd-88ab-4e1e6a433c95,"array([-14.72814901,  14.05170142])"
185,a967f5c0-f562-4464-b898-e5a949ce43dc,"array([-14.46730342,  14.13022772])"
186,2d44f933-974c-4f38-8b52-7d8784bddc5c,"array([-14.42691499,  14.37103042])"
187,858d466c-dd4d-4651-b491-447fa9b36300,"array([-14.47538405,  14.37857009])"
188,54fc62ce-d834-4a5f-9705-89e68e113680,"array([-14.6781425,  14.2303104])"
189,69d4fac9-324a-4c7e-952c-d1063c9290e6,"array([-14.58238475,  14.27026275])"
190,d39b0090-bce4-4eb7-8688-2aa48b9eef04,"array([-14.78234275,  14.26805803])"
191,d55c5455-0ba6-43e0-adc4-f37ae85cbd2d,"array([-14.70457204,  14.12671293])"
192,dc4b854a-4a6f-409f-bf87-e561f62bd9f7,"array([-14.66843616,  14.1096234 ])"
193,7763d218-6eb4-4ca4-832a-2183510e9056,"array([-14.66523045,  14.38180231])"
194,4247a917-0d1e-4feb-9288-dd56a48db1cb,"array([-14.7243956 ,  14.16305082])"
195,9fafd580-39b0-45fa-82e5-7fa23e69d325,"array([-14.81366786,  14.02131559])"
196,77fba3b8-3758-474d-8ff5-c918fda14106,"array([-14.51674928,  14.32077951])"
197,ce348bf8-72da-497f-ac4a-0aee6eebed4c,"array([-14.73618582,  14.25493703])"
198,5593ee74-80cf-4dc5-96a6-e855bcb69bf0,"array([-14.92660457,  14.1363964 ])"
199,07996c13-797d-4bad-a7e5-f295dbcf9a46,"array([-14.98937827,  14.4525787 ])"
200,b065f45a-2c35-4b9f-9904-760dd99369f4,"array([-14.54798817,  14.1849968 ])"
201,5b488226-abf9-4d62-a7c6-5fd72dd4f6f7,"array([-14.75168296,  14.41274029])"
202,d2645be1-fce2-4346-960f-66e917688856,"array([-14.57098328,  14.41761217])"
203,321aa0f7-f03f-4b15-9e68-a946a68fc6e0,"array([-14.5447344 ,  14.35148874])"
204,a889e8f8-9d25-4258-9125-68e645c8d5b4,"array([-14.59193068,  14.62299923])"
205,32728e2b-493e-4318-87a3-6d4166c3b0b6,"array([-14.7119849 ,  14.49943483])"
206,5aabde96-fd71-433c-aece-d161b15be9d2,"array([-14.72877607,  14.18556132])"
207,f59eafb9-0939-4d7e-a61a-adb5d4e70740,"array([-14.82565819,  14.10763646])"
208,df8ab9a1-b6db-4315-a046-ac1f41cd2b67,"array([-14.96016808,  14.3950261 ])"
209,f9ba2c7c-8b6c-47c0-af9c-544dd7bf878d,"array([-14.98717827,  14.30209394])"
210,d8850e51-e180-4d1f-9dd0-a66477474251,"array([-14.94653668,  14.22343657])"
211,0d647ef9-92aa-4db3-98bf-81c44e0b83c3,"array([-14.82809647,  14.32368504])"
212,1bd083a8-f4da-4a70-ade2-a1f9540a56e3,"array([-14.98886966,  14.23761565])"
213,915e8304-92da-44cd-8cf1-c2a275dfef9d,"array([-14.64561789,  14.45140113])"
214,365c36dc-7910-46f9-98c4-c95ee5a0c2f0,"array([-14.93674415,  14.42111102])"
215,ccb6d62a-1564-487b-bb6d-47e322cdffd6,"array([-14.9798811,  14.3585243])"
216,3849c84f-89ed-476e-9f22-8073f78c413e,"array([-14.6557058 ,  14.29444903])"
217,b0c6b11d-72d5-4057-9ced-e679a3edb5c2,"array([-14.68760149,  14.34666607])"
218,916f9e7b-80e2-4ee8-b6e8-beefa43390a9,"array([-14.86131704,  14.43544166])"
219,413fa54d-99ec-4da7-97c0-e308bb49f194,"array([-14.65056698,  14.19067795])"
220,078a48a5-04e8-4ef1-85e9-b9ea60c15232,"array([-14.48288262,  14.28314387])"
221,bbfceea8-f649-41b2-af95-189d9261d37b,"array([-14.69490087,  14.47505877])"
222,53f96dcd-0045-4bfd-9552-8c9a6600e7b0,"array([-14.72196565,  14.0197001 ])"
223,3fdf1d70-88ee-40cc-934d-853334f187af,"array([-14.59804499,  13.9534379 ])"
224,98321166-b0c3-4c82-8fdd-cb4807871220,"array([-14.64661425,  14.33901958])"
225,dbebfd55-5e96-4df1-ac37-ef6edba074b1,"array([-14.77694873,  14.2266994 ])"
226,90973e6a-4a91-4891-9668-278156da7ecc,"array([-14.81310613,  14.18834285])"
227,6bec7d9e-cb81-4f15-9ef5-ea48fd7834db,"array([-14.67180205,  14.17906955])"
228,97bd8057-ec63-4995-8bfc-8e392c0f0fd7,"array([-14.6629437 ,  14.15957496])"
229,3e670a3b-110d-426d-9482-95c9e7f6231a,"array([-14.88712574,  14.35118696])"
230,3f30d8b3-8c02-41ac-9e02-2d920796c61a,"array([-14.47869797,  14.44208984])"
231,67a87309-8033-477c-bfdb-1e25de3cfd27,"array([-14.49770963,  14.5584744 ])"
232,b9cf99dd-36fd-4f03-9f15-2b3f1ad9acda,"array([-14.85166154,  14.23880427])"
233,5588a797-d6b1-4240-b9b6-23db507bcd53,"array([-14.59576743,  14.17497443])"
234,4cab303e-6e10-45f1-b843-79f500a40af5,"array([-14.75378768,  13.97181179])"
235,3fdd6090-05b3-46df-81b1-265499dcba77,"array([-14.5827977 ,  14.15137677])"
236,a8f53d36-33f2-40e6-8783-01d37019604a,"array([-14.62005194,  14.2486959 ])"
237,a667a83b-281b-4861-baf8-70f1f8940009,"array([-14.60175319,  13.98903191])"
238,bc94fd9d-695e-4f48-abf5-034fc3fbe61d,"array([-14.73605147,  14.31187314])"
239,c38c3626-9215-4b76-b320-86d24bc68dac,"array([-14.51203098,  13.98518471])"
240,9a4d5d7f-3662-4950-a3b7-5f2467e287be,"array([-14.57102756,  14.19470617])"
241,dda3455f-8610-41ea-8af1-74b35204f156,"array([-14.9289456 ,  14.19485514])"
242,7c601153-ab9e-400d-a305-d61284864449,"array([-14.5311725,  14.233585 ])"
243,3fb6689b-d760-4daf-b796-53b6e11001ce,"array([-14.57233458,  14.06773156])"
244,d5a65f91-6cc9-4dd8-9d94-81b3cc771451,"array([-14.42404235,  14.21070868])"
245,b69ac3e8-378b-48c9-be8a-6a7825e1edaa,"array([-14.56032121,  14.01428773])"
246,93300301-952c-4a0f-adc0-a82c5d6ba888,"array([-14.81343476,  14.05633435])"
247,8c8b80af-5d66-413e-a9bb-df6bd4be838a,"array([-14.70503547,  14.1501951 ])"
248,98998177-12a1-43df-9f74-f1c2118a8560,"array([-14.50016901,  14.11735589])"
249,44a5a1b7-1435-4fbc-a880-811f39d49622,"array([-14.82477871,  14.15781924])"
250,5c8e7914-f2ef-488c-8139-d2065d78b563,"array([-14.8345456,  14.0779772])"
251,ee5e4ffd-c16d-4e3b-8dd6-c2bc371d619f,"array([-14.68712813,  14.59052297])"
252,777ea990-e3f2-4afa-85d6-915af923367f,"array([-14.97093569,  14.49675361])"
253,7b6158f9-fffb-452a-8f98-3c47646d9785,"array([-14.74004102,  14.09596245])"
254,59e13f75-75a9-4d5e-9956-57dd1d215fc8,"array([-14.57697279,  14.30847855])"
255,c6018625-f453-436a-9b45-110cbf259773,"array([-14.47343915,  14.06691302])"
256,4f9da1d6-29d5-49f1-82c3-4fb1268aea5b,"array([-14.81012153,  14.20876151])"
257,64899ea4-d9b4-40f0-b8a6-1757234527b9,"array([-14.65458354,  14.23113841])"
258,41619070-8301-4e46-bf69-bab80ec763d4,"array([-14.77483062,  14.47671731])"
259,8b96cec1-9fe7-4733-a5b9-666242922238,"array([-14.70521104,  14.33483179])"
260,94ed5be4-bab2-4a33-bbaf-7298649a1282,"array([-14.69678261,  14.0017273 ])"
261,73cc7977-1933-45ce-a3cf-ded064d69e28,"array([-14.63190539,  14.28844094])"
262,28dcc087-936d-42a4-9017-a70f66ecb848,"array([-14.78966224,  13.98711725])"
263,e3a7632d-c14d-4730-94d3-09cbe596f9c1,"array([-14.7577987 ,  14.38460874])"
264,42d7ccee-cf79-4c94-8c5d-e7b13fad7bd1,"array([-14.69552056,  14.21633948])"
265,c8f6e5a2-6051-47d9-90ff-49d4cb2b116a,"array([-14.75891639,  14.30104139])"
266,ef4a1fb3-4e36-4fa2-8e5d-f4cdc855aada,"array([-14.50948459,  14.15536105])"
267,736ba796-d800-4400-b9af-b9c7cdea9cef,"array([-14.77983404,  14.13583486])"
268,7bf33376-5192-4ab6-83b2-60498fc0061f,"array([-14.81158922,  14.35859756])"
269,203f9de4-5b25-4701-8859-83b1bae02114,"array([-14.53376141,  14.05920705])"
270,a7bb173c-c9e8-4919-be1a-a8c96b210f60,"array([-14.82612702,  14.42214203])"
271,a9fe23af-d33d-4981-a08a-b6b3014f61ff,"array([-14.47588836,  14.3484384 ])"
272,f7b4aafc-c021-422f-a78b-cbc69235c5be,"array([-14.64397356,  13.95948503])"
273,ce9acff0-01cb-481f-8b6c-5e6411f78520,"array([-14.76436971,  14.11686234])"
274,4339885d-1228-47d0-bc3e-44fc3e062b6d,"array([-14.77306822,  14.24675427])"
275,a07d70cc-0442-44e0-98ec-06bc3b28c9f0,"array([-14.79720255,  14.15803297])"
276,32a9b197-884b-424e-b0d2-1eee77a9ad12,"array([-14.92253078,  14.45664025])"
277,bd1a949b-aeca-4e30-94eb-1b4d37ea064b,"array([-14.87601513,  14.40855905])"
278,65855c15-910a-4a84-ac73-a7a3f08c22c6,"array([-14.83779213,  14.19761731])"
279,a7fdf2d7-5452-41b5-bdcb-7609128f8fd1,"array([-14.6440539 ,  14.67535742])"
280,b4fba52d-ec39-47d3-a9a0-c0fc0ee158a6,"array([-14.64298213,  14.1363383 ])"
281,bce09098-90ea-4ec3-a0bf-03b65408b032,"array([-14.41804071,  14.24430622])"
282,4cd3186d-487a-487c-b89b-74b386c6c6a4,"array([-14.52363991,  14.50802541])"
283,516564a1-fd2f-479f-b8ce-50f896b1b54e,"array([-14.91622627,  14.28620346])"
284,82b0f00b-04b9-4086-9d7e-0f0eacf627ba,"array([-14.94777592,  14.3650823 ])"
285,0991cc8a-aa51-4703-9a54-13356375a754,"array([-14.89794203,  14.07754164])"
286,7e08d03f-dd0f-4941-96d7-d78321058a29,"array([-14.66665122,  14.06116557])"
287,c506e7fa-de09-4715-be32-52444337064d,"array([-14.81650144,  14.25446767])"
